airline,source_airport,departure_airport_name,departure_city,departure_country,dest_airport,arrival_airport_name,arrival_city,arrival_country,equipment
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,TXL,Berlin-Tegel Airport,Berlin,Germany,737 EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,UIO,Mariscal Sucre International Airport,Quito,Ecuador,777
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,VCE,Venice Marco Polo Airport,Venice,Italy,737 EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,VIE,Vienna International Airport,Vienna,Austria,737 EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,WAW,Warsaw Chopin Airport,Warsaw,Poland,737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,XMN,Xiamen Gaoqi International Airport,Xiamen,China,777
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,M11
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,YVR,Vancouver International Airport,Vancouver,Canada,330
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,YYC,Calgary International Airport,Calgary,Canada,330
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,YYZ,Lester B. Pearson International Airport,Toronto,Canada,M11 330 747 74M
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,ZRH,Zürich Airport,Zurich,Switzerland,737 EMJ
KL,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,737
KL,ATH,Eleftherios Venizelos International Airport,Athens,Greece,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,737
KL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,777 
KL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,BRU,Brussels Airport,Brussels,Belgium,76W
KL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,CUN,Cancún International Airport,Cancun,Mexico,M88
KL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,CZM,Cozumel International Airport,Cozumel,Mexico,319 M88
KL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,DUB,Dublin Airport,Dublin,Ireland,76W
KL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,DUS,Düsseldorf Airport,Duesseldorf,Germany,76W
KL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,333
KL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,FRA,Frankfurt am Main Airport,Frankfurt,Germany,764
KL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,GDL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,320
KL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,LHR,London Heathrow Airport,London,United Kingdom,764 77L 76W
KL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,764
KL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,MAN,Manchester Airport,Manchester,United Kingdom,76W
KL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,73W 73H
KL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,MTY,General Mariano Escobedo International Airport,Monterrey,Mexico,CR9
KL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,MUC,Munich Airport,Munich,Germany,764
KL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,SJD,Los Cabos International Airport,San Jose Del Cabo,Mexico,73W 738
KL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,SJU,Luis Munoz Marin International Airport,San Juan,Puerto Rico,757
KL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,STR,Stuttgart Airport,Stuttgart,Germany,76W
KL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,STT,Cyril E. King Airport,St. Thomas,Virgin Islands,757
KL,AUA,Queen Beatrix International Airport,Oranjestad,Aruba,BON,Flamingo International Airport,Kralendijk,Netherlands Antilles,330
KL,AUH,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,330
KL,AUH,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,BAH,Bahrain International Airport,Bahrain,Bahrain,330
KL,AUH,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,ISB,Benazir Bhutto International Airport,Islamabad,Pakistan,320 332
KL,AUH,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,LHE,Alama Iqbal International Airport,Lahore,Pakistan,332 320 77W
KL,BAH,Bahrain International Airport,Bahrain,Bahrain,AUH,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,330
KL,BCN,Barcelona International Airport,Barcelona,Spain,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,737
KL,BCN,Barcelona International Airport,Barcelona,Spain,JFK,John F Kennedy International Airport,New York,United States,330
KL,BGO,Bergen Airport Flesland,Bergen,Norway,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,737 F70 EMJ
KL,BHX,Birmingham International Airport,Birmingham,United Kingdom,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,737 EMJ
KL,BJM,Bujumbura International Airport,Bujumbura,Burundi,KGL,Kigali International Airport,Kigali,Rwanda,EMJ E70
KL,BJM,Bujumbura International Airport,Bujumbura,Burundi,NBO,Jomo Kenyatta International Airport,Nairobi,Kenya,E70
KL,BKK,Suvarnabhumi Airport,Bangkok,Thailand,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,777
KL,BKK,Suvarnabhumi Airport,Bangkok,Thailand,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,340
KL,BLL,Billund Airport,Billund,Denmark,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,737 EMJ
KL,BLQ,Bologna Guglielmo Marconi Airport,Bologna,Italy,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,EMJ
KL,BOD,Bordeaux-Mérignac Airport,Bordeaux,France,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,F70
KL,BOM,Chhatrapati Shivaji International Airport,Mumbai,India,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,76W
KL,BON,Flamingo International Airport,Kralendijk,Netherlands Antilles,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,330
KL,BOS,General Edward Lawrence Logan International Airport,Boston,United States,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,330
KL,BOS,General Edward Lawrence Logan International Airport,Boston,United States,LHR,London Heathrow Airport,London,United Kingdom,767
KL,BRE,Bremen Airport,Bremen,Germany,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,F70
KL,BRS,Bristol Airport,Bristol,United Kingdom,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,EMJ
KL,BRU,Brussels Airport,Brussels,Belgium,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,F70 EMJ
KL,BRU,Brussels Airport,Brussels,Belgium,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,76W
KL,BRU,Brussels Airport,Brussels,Belgium,JFK,John F Kennedy International Airport,New York,United States,76W
KL,BSL,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,F70 EMJ
KL,BUD,Budapest Liszt Ferenc International Airport,Budapest,Hungary,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,737
KL,BZV,Maya-Maya Airport,Brazzaville,Congo (Brazzaville),FIH,Ndjili International Airport,Kinshasa,Congo (Kinshasa),737 738
KL,BZV,Maya-Maya Airport,Brazzaville,Congo (Brazzaville),NBO,Jomo Kenyatta International Airport,Nairobi,Kenya,738
KL,CAI,Cairo International Airport,Cairo,Egypt,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,777
KL,CAN,Guangzhou Baiyun International Airport,Guangzhou,China,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,330
KL,CDG,Charles de Gaulle International Airport,Paris,France,ABV,Nnamdi Azikiwe International Airport,Abuja,Nigeria,330
KL,CDG,Charles de Gaulle International Airport,Paris,France,ALG,Houari Boumediene Airport,Algier,Algeria,319
KL,CDG,Charles de Gaulle International Airport,Paris,France,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,737
KL,CDG,Charles de Gaulle International Airport,Paris,France,CMN,Mohammed V International Airport,Casablanca,Morocco,320 319
KL,CDG,Charles de Gaulle International Airport,Paris,France,DLA,Douala International Airport,Douala,Cameroon,777
KL,CDG,Charles de Gaulle International Airport,Paris,France,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,777
KL,CDG,Charles de Gaulle International Airport,Paris,France,NIM,Diori Hamani International Airport,Niamey,Niger,330
KL,CDG,Charles de Gaulle International Airport,Paris,France,PUJ,Punta Cana International Airport,Punta Cana,Dominican Republic,747
KL,CDG,Charles de Gaulle International Airport,Paris,France,ROB,Roberts International Airport,Monrovia,Liberia,330
KL,CFE,Clermont-Ferrand Auvergne Airport,Clermont-Ferrand,France,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,ERJ
KL,CGK,Soekarno-Hatta International Airport,Jakarta,Indonesia,KUL,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,777
KL,CGK,Soekarno-Hatta International Airport,Jakarta,Indonesia,SYD,Sydney Kingsford Smith International Airport,Sydney,Australia,330
KL,CGN,Cologne Bonn Airport,Cologne,Germany,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,F70
KL,CMN,Mohammed V International Airport,Casablanca,Morocco,CDG,Charles de Gaulle International Airport,Paris,France,320 319
KL,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,737 EMJ
KL,CPT,Cape Town International Airport,Cape Town,South Africa,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,777
KL,CTU,Chengdu Shuangliu International Airport,Chengdu,China,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,74M
KL,CUN,Cancún International Airport,Cancun,Mexico,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,757 320 M88
KL,CUR,Hato International Airport,Willemstad,Netherlands Antilles,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,747
KL,CWL,Cardiff International Airport,Cardiff,United Kingdom,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,F70
KL,CZM,Cozumel International Airport,Cozumel,Mexico,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,319 M88
KL,DAR,Julius Nyerere International Airport,Dar Es Salaam,Tanzania,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,330
KL,DEL,Indira Gandhi International Airport,Delhi,India,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,330
KL,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,330
KL,DLA,Douala International Airport,Douala,Cameroon,CDG,Charles de Gaulle International Airport,Paris,France,772
KL,DLA,Douala International Airport,Douala,Cameroon,SSG,Malabo Airport,Malabo,Equatorial Guinea,772
KL,DMM,King Fahd International Airport,Dammam,Saudi Arabia,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,330
KL,DMM,King Fahd International Airport,Dammam,Saudi Arabia,KWI,Kuwait International Airport,Kuwait,Kuwait,330
KL,DOH,Hamad International Airport,Doha,Qatar,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,330
KL,DOH,Hamad International Airport,Doha,Qatar,MCT,Muscat International Airport,Muscat,Oman,330
KL,DPS,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,SIN,Singapore Changi Airport,Singapore,Singapore,777
KL,DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,777 330 76W
KL,DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,FRA,Frankfurt am Main Airport,Frankfurt,Germany,767
KL,DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,LHR,London Heathrow Airport,London,United Kingdom,76W 777
KL,DUB,Dublin Airport,Dublin,Ireland,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,76W
KL,DUB,Dublin Airport,Dublin,Ireland,JFK,John F Kennedy International Airport,New York,United States,757
KL,DUS,Düsseldorf Airport,Duesseldorf,Germany,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,F70
KL,DUS,Düsseldorf Airport,Duesseldorf,Germany,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,76W
KL,DXB,Dubai International Airport,Dubai,United Arab Emirates,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,777
KL,DXB,Dubai International Airport,Dubai,United Arab Emirates,NBO,Jomo Kenyatta International Airport,Nairobi,Kenya,767
KL,DZA,Dzaoudzi Pamandzi International Airport,Dzaoudzi,Mayotte,HAH,Prince Said Ibrahim International Airport,Moroni,Comoros,737 73W
KL,EBB,Entebbe International Airport,Entebbe,Uganda,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,330
KL,EDI,Edinburgh Airport,Edinburgh,United Kingdom,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,737 EMJ
KL,EWR,Newark Liberty International Airport,Newark,United States,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,76W
KL,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,777
KL,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,CDG,Charles de Gaulle International Airport,Paris,France,772
KL,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,MVD,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,772
KL,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,SCL,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,777
KL,FBM,Lubumbashi International Airport,Lubumashi,Congo (Kinshasa),NBO,Jomo Kenyatta International Airport,Nairobi,Kenya,E90
KL,FBM,Lubumbashi International Airport,Lubumashi,Congo (Kinshasa),NLA,Simon Mwansa Kapwepwe International Airport,Ndola,Zambia,EMJ E90
KL,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,737
KL,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,333
KL,FIH,Ndjili International Airport,Kinshasa,Congo (Kinshasa),BZV,Maya-Maya Airport,Brazzaville,Congo (Brazzaville),737 738
KL,FIH,Ndjili International Airport,Kinshasa,Congo (Kinshasa),NBO,Jomo Kenyatta International Airport,Nairobi,Kenya,738
KL,FLR,Peretola Airport,Florence,Italy,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,EMJ
KL,FNA,Lungi International Airport,Freetown,Sierra Leone,CDG,Charles de Gaulle International Airport,Paris,France,332
KL,FRA,Frankfurt am Main Airport,Frankfurt,Germany,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,EMJ F70
KL,FRA,Frankfurt am Main Airport,Frankfurt,Germany,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,764
KL,FRA,Frankfurt am Main Airport,Frankfurt,Germany,DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,767
KL,FRA,Frankfurt am Main Airport,Frankfurt,Germany,JFK,John F Kennedy International Airport,New York,United States,76W
KL,FUK,Fukuoka Airport,Fukuoka,Japan,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,777
KL,GDL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,320
KL,GIG,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,777
KL,GLA,Glasgow International Airport,Glasgow,United Kingdom,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,737 EMJ
KL,GOT,Gothenburg-Landvetter Airport,Gothenborg,Sweden,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,EMJ
KL,GRU,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,777
KL,GVA,Geneva Cointrin International Airport,Geneva,Switzerland,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,737 F70 EMJ
KL,GYE,José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,777
KL,HAH,Prince Said Ibrahim International Airport,Moroni,Comoros,NBO,Jomo Kenyatta International Airport,Nairobi,Kenya,73W
KL,HAJ,Hannover Airport,Hannover,Germany,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,EMJ F70
KL,HAM,Hamburg Airport,Hamburg,Germany,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,737 EMJ
KL,HAV,José Martí International Airport,Havana,Cuba,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,330
KL,HEL,Helsinki Vantaa Airport,Helsinki,Finland,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,737
KL,HGH,Hangzhou Xiaoshan International Airport,Hangzhou,China,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,777
KL,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,74M
KL,HRE,Robert Gabriel Mugabe International Airport,Harare,Zimbabwe,LUN,Kenneth Kaunda International Airport Lusaka,Lusaka,Zambia,330
KL,HRE,Robert Gabriel Mugabe International Airport,Harare,Zimbabwe,NBO,Jomo Kenyatta International Airport,Nairobi,Kenya,E90
KL,HUY,Humberside Airport,Humberside,United Kingdom,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,F70
KL,IAD,Washington Dulles International Airport,Washington,United States,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,330
KL,IAH,George Bush Intercontinental Houston Airport,Houston,United States,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,74M
KL,ICN,Incheon International Airport,Seoul,South Korea,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,74M 330
KL,ISB,Benazir Bhutto International Airport,Islamabad,Pakistan,AUH,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,320 332
KL,IST,Atatürk International Airport,Istanbul,Turkey,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,737
KL,JFK,John F Kennedy International Airport,New York,United States,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,330 777 74M 747
KL,JFK,John F Kennedy International Airport,New York,United States,BCN,Barcelona International Airport,Barcelona,Spain,330
KL,JFK,John F Kennedy International Airport,New York,United States,BRU,Brussels Airport,Brussels,Belgium,76W
KL,JFK,John F Kennedy International Airport,New York,United States,DUB,Dublin Airport,Dublin,Ireland,757
KL,JFK,John F Kennedy International Airport,New York,United States,FRA,Frankfurt am Main Airport,Frankfurt,Germany,76W
KL,JFK,John F Kennedy International Airport,New York,United States,LHR,London Heathrow Airport,London,United Kingdom,767 76W
KL,JFK,John F Kennedy International Airport,New York,United States,MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,767
KL,JIB,Djibouti-Ambouli Airport,Djibouti,Djibouti,ADD,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,EMJ E90
KL,JIB,Djibouti-Ambouli Airport,Djibouti,Djibouti,NBO,Jomo Kenyatta International Airport,Nairobi,Kenya,E90
KL,JNB,OR Tambo International Airport,Johannesburg,South Africa,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,777
KL,KBP,Boryspil International Airport,Kiev,Ukraine,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,737
KL,KBP,Boryspil International Airport,Kiev,Ukraine,TBS,Tbilisi International Airport,Tbilisi,Georgia,73G
KL,KGL,Kigali International Airport,Kigali,Rwanda,BJM,Bujumbura International Airport,Bujumbura,Burundi,EMJ E70
KL,KGL,Kigali International Airport,Kigali,Rwanda,EBB,Entebbe International Airport,Entebbe,Uganda,330
KL,KGL,Kigali International Airport,Kigali,Rwanda,NBO,Jomo Kenyatta International Airport,Nairobi,Kenya,E70
KL,KHH,Kaohsiung International Airport,Kaohsiung,Taiwan,SIN,Singapore Changi Airport,Singapore,Singapore,737
KL,KIN,Norman Manley International Airport,Kingston,Jamaica,PTY,Tocumen International Airport,Panama City,Panama,EMJ
