airline,source_airport,departure_airport_name,departure_city,departure_country,dest_airport,arrival_airport_name,arrival_city,arrival_country,equipment,flight
Vistara,LCA,Larnaca International Airport,Larnaca,Cyprus,LGW,London Gatwick Airport,London,United Kingdom,73H,UK-977
Vistara,LCA,Larnaca International Airport,Larnaca,Cyprus,OSL,Oslo Lufthavn,Oslo,Norway,73H,UK-985
Vistara,LED,Pulkovo Airport,St. Petersburg,Russia,OSL,Oslo Lufthavn,Oslo,Norway,73H,UK-977
Vistara,LGW,London Gatwick Airport,London,United Kingdom,AAL,Aalborg Airport,Aalborg,Denmark,73H,UK-985
Vistara,LGW,London Gatwick Airport,London,United Kingdom,ACE,Lanzarote Airport,Arrecife,Spain,73H,UK-977
SpiceJet,LGW,London Gatwick Airport,London,United Kingdom,AES,Ålesund Airport,Alesund,Norway,73H,SG-3002
Indigo,LGW,London Gatwick Airport,London,United Kingdom,AGP,Málaga Airport,Malaga,Spain,73H,6E-7403
Air_India,LGW,London Gatwick Airport,London,United Kingdom,ALC,Alicante International Airport,Alicante,Spain,73H,AI-805
Air_India,LGW,London Gatwick Airport,London,United Kingdom,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,73H,AI-805
SpiceJet,LGW,London Gatwick Airport,London,United Kingdom,BCN,Barcelona International Airport,Barcelona,Spain,73H,SG-8938
GO_FIRST,LGW,London Gatwick Airport,London,United Kingdom,BGO,Bergen Airport Flesland,Bergen,Norway,73H,G8-330
GO_FIRST,LGW,London Gatwick Airport,London,United Kingdom,BUD,Budapest Liszt Ferenc International Airport,Budapest,Hungary,73H,G8-717
Indigo,LGW,London Gatwick Airport,London,United Kingdom,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,73H,6E-2331
Air_India,LGW,London Gatwick Airport,London,United Kingdom,CTA,Catania-Fontanarossa Airport,Catania,Italy,73H,AI-868
Air_India,LGW,London Gatwick Airport,London,United Kingdom,DBV,Dubrovnik Airport,Dubrovnik,Croatia,73H,AI-868
Vistara,LGW,London Gatwick Airport,London,United Kingdom,FAO,Faro Airport,Faro,Portugal,73H,UK-819
GO_FIRST,LGW,London Gatwick Airport,London,United Kingdom,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,73H,G8-334
Air_India,LGW,London Gatwick Airport,London,United Kingdom,FUE,Fuerteventura Airport,Fuerteventura,Spain,73H,AI-465
Vistara,LGW,London Gatwick Airport,London,United Kingdom,GOT,Gothenburg-Landvetter Airport,Gothenborg,Sweden,73H,UK-637
AirAsia,LGW,London Gatwick Airport,London,United Kingdom,HEL,Helsinki Vantaa Airport,Helsinki,Finland,73H,I5-779
Air_India,LGW,London Gatwick Airport,London,United Kingdom,IBZ,Ibiza Airport,Ibiza,Spain,73H,AI-764
Indigo,LGW,London Gatwick Airport,London,United Kingdom,JTR,Santorini Airport,Thira,Greece,73H,6E-6205
Indigo,LGW,London Gatwick Airport,London,United Kingdom,LCA,Larnaca International Airport,Larnaca,Cyprus,73H,6E-2005
Indigo,LGW,London Gatwick Airport,London,United Kingdom,LPA,Gran Canaria Airport,Gran Canaria,Spain,73H,6E-2331
Vistara,LGW,London Gatwick Airport,London,United Kingdom,NCE,Nice-Côte d'Azur Airport,Nice,France,73H,UK-927
Vistara,LGW,London Gatwick Airport,London,United Kingdom,OSL,Oslo Lufthavn,Oslo,Norway,73H,UK-963
Air_India,LGW,London Gatwick Airport,London,United Kingdom,PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,73H,AI-473
GO_FIRST,LGW,London Gatwick Airport,London,United Kingdom,SPU,Split Airport,Split,Croatia,73H,G8-2513
Vistara,LGW,London Gatwick Airport,London,United Kingdom,SVG,Stavanger Airport Sola,Stavanger,Norway,73H,UK-995
Air_India,LGW,London Gatwick Airport,London,United Kingdom,TFS,Tenerife South Airport,Tenerife,Spain,73H,AI-415
Indigo,LGW,London Gatwick Airport,London,United Kingdom,TOS,"Tromsø Airport,",Tromso,Norway,73H,6E-2247
Air_India,LGW,London Gatwick Airport,London,United Kingdom,TRD,Trondheim Airport Værnes,Trondheim,Norway,73H,AI-9643
Air_India,LGW,London Gatwick Airport,London,United Kingdom,TRF,"Sandefjord Airport, Torp",Sandefjord,Norway,73H,AI-544
Air_India,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,73H,AI-542
Air_India,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,OSL,Oslo Lufthavn,Oslo,Norway,73H,AI-560
AirAsia,LPA,Gran Canaria Airport,Gran Canaria,Spain,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,73H,I5-784
Indigo,LPA,Gran Canaria Airport,Gran Canaria,Spain,BGO,Bergen Airport Flesland,Bergen,Norway,73H,6E-2769
Indigo,LPA,Gran Canaria Airport,Gran Canaria,Spain,CGN,Cologne Bonn Airport,Cologne,Germany,73H,6E-2616
Indigo,LPA,Gran Canaria Airport,Gran Canaria,Spain,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,73H,6.00E-221
Indigo,LPA,Gran Canaria Airport,Gran Canaria,Spain,HAM,Hamburg Airport,Hamburg,Germany,73H,6E-2373
Indigo,LPA,Gran Canaria Airport,Gran Canaria,Spain,LGW,London Gatwick Airport,London,United Kingdom,73H,6E-2769
Vistara,LPA,Gran Canaria Airport,Gran Canaria,Spain,MUC,Munich Airport,Munich,Germany,73H,UK-945
Vistara,LPA,Gran Canaria Airport,Gran Canaria,Spain,OSL,Oslo Lufthavn,Oslo,Norway,73H,UK-927
Vistara,LPA,Gran Canaria Airport,Gran Canaria,Spain,SXF,Berlin-Schönefeld Airport,Berlin,Germany,73H,UK-963
Indigo,LPA,Gran Canaria Airport,Gran Canaria,Spain,TRF,"Sandefjord Airport, Torp",Sandefjord,Norway,73H,6.00E-186
Air_India,MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,73H,AI-401
Vistara,MAN,Manchester Airport,Manchester,United Kingdom,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,73H,UK-847
Vistara,MAN,Manchester Airport,Manchester,United Kingdom,OSL,Oslo Lufthavn,Oslo,Norway,73H,UK-951
Vistara,MAN,Manchester Airport,Manchester,United Kingdom,SVG,Stavanger Airport Sola,Stavanger,Norway,73H,UK-995
Vistara,MJV,San Javier Airport,Murcia,Spain,OSL,Oslo Lufthavn,Oslo,Norway,733,UK-933
Air_India,MLA,Malta International Airport,Malta,Malta,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,73H,AI-764
Indigo,MLA,Malta International Airport,Malta,Malta,OSL,Oslo Lufthavn,Oslo,Norway,73H,6E-6205
Indigo,MOL,Molde Airport,Molde,Norway,ALC,Alicante International Airport,Alicante,Spain,73H,6E-2005
Indigo,MUC,Munich Airport,Munich,Germany,AGP,Málaga Airport,Malaga,Spain,73H,6E-2247
Air_India,MUC,Munich Airport,Munich,Germany,ALC,Alicante International Airport,Alicante,Spain,73H,AI-9843
Vistara,MUC,Munich Airport,Munich,Germany,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,73H,UK-945
Air_India,MUC,Munich Airport,Munich,Germany,LPA,Gran Canaria Airport,Gran Canaria,Spain,73H,AI-502
Air_India,MUC,Munich Airport,Munich,Germany,OSL,Oslo Lufthavn,Oslo,Norway,73H,AI-807
Vistara,MUC,Munich Airport,Munich,Germany,TFS,Tenerife South Airport,Tenerife,Spain,73H,UK-871
Vistara,MXP,Malpensa International Airport,Milano,Italy,OSL,Oslo Lufthavn,Oslo,Norway,733 73H,UK-879
Vistara,NCE,Nice-Côte d'Azur Airport,Nice,France,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,73H,UK-871
Vistara,NCE,Nice-Côte d'Azur Airport,Nice,France,BGO,Bergen Airport Flesland,Bergen,Norway,73H,UK-879
Indigo,NCE,Nice-Côte d'Azur Airport,Nice,France,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,73H,6E-6205
Indigo,NCE,Nice-Côte d'Azur Airport,Nice,France,GOT,Gothenburg-Landvetter Airport,Gothenborg,Sweden,73H,6E-2005
Indigo,NCE,Nice-Côte d'Azur Airport,Nice,France,HEL,Helsinki Vantaa Airport,Helsinki,Finland,73H,6E-2247
AirAsia,NCE,Nice-Côte d'Azur Airport,Nice,France,LGW,London Gatwick Airport,London,United Kingdom,73H,I5-798
Indigo,NCE,Nice-Côte d'Azur Airport,Nice,France,OSL,Oslo Lufthavn,Oslo,Norway,73H,6.00E-152
GO_FIRST,NCE,Nice-Côte d'Azur Airport,Nice,France,TRD,Trondheim Airport Værnes,Trondheim,Norway,73H,G8-131
GO_FIRST,NCE,Nice-Côte d'Azur Airport,Nice,France,TRF,"Sandefjord Airport, Torp",Sandefjord,Norway,73H,G8-143
GO_FIRST,OAK,Metropolitan Oakland International Airport,Oakland,United States,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,788,G8-165
Air_India,OLB,Olbia Costa Smeralda Airport,Olbia,Italy,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,73H,AI-459
Air_India,ORY,Paris-Orly Airport,Paris,France,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,73H,AI-542
Air_India,ORY,Paris-Orly Airport,Paris,France,BGO,Bergen Airport Flesland,Bergen,Norway,73H,AI-560
Indigo,ORY,Paris-Orly Airport,Paris,France,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,73H,6E-5059
GO_FIRST,ORY,Paris-Orly Airport,Paris,France,HEL,Helsinki Vantaa Airport,Helsinki,Finland,73H,G8-133
Indigo,ORY,Paris-Orly Airport,Paris,France,OSL,Oslo Lufthavn,Oslo,Norway,73H 733,6E-6205
Indigo,OSL,Oslo Lufthavn,Oslo,Norway,AGP,Málaga Airport,Malaga,Spain,73H,6E-2005
Indigo,OSL,Oslo Lufthavn,Oslo,Norway,AJA,Ajaccio-Napoléon Bonaparte Airport,Ajaccio,France,73H,6E-2247
Air_India,OSL,Oslo Lufthavn,Oslo,Norway,ALC,Alicante International Airport,Alicante,Spain,73H,AI-467
Vistara,OSL,Oslo Lufthavn,Oslo,Norway,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,73H,UK-933
Indigo,OSL,Oslo Lufthavn,Oslo,Norway,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,73H 733,6E-2338
Air_India,OSL,Oslo Lufthavn,Oslo,Norway,ATH,Eleftherios Venizelos International Airport,Athens,Greece,73H,AI-506
Air_India,OSL,Oslo Lufthavn,Oslo,Norway,AYT,Antalya International Airport,Antalya,Turkey,73H,AI-512
SpiceJet,OSL,Oslo Lufthavn,Oslo,Norway,BCN,Barcelona International Airport,Barcelona,Spain,73H,SG-8185
SpiceJet,OSL,Oslo Lufthavn,Oslo,Norway,BEG,Belgrade Nikola Tesla Airport,Belgrade,Serbia,733,SG-8411
Indigo,OSL,Oslo Lufthavn,Oslo,Norway,BIO,Bilbao Airport,Bilbao,Spain,73H,6E-788
SpiceJet,OSL,Oslo Lufthavn,Oslo,Norway,BKK,Suvarnabhumi Airport,Bangkok,Thailand,788,SG-8645
Indigo,OSL,Oslo Lufthavn,Oslo,Norway,BLL,Billund Airport,Billund,Denmark,733 73H,6E-7407
Vistara,OSL,Oslo Lufthavn,Oslo,Norway,BOJ,Burgas Airport,Bourgas,Bulgaria,73H,UK-953
Vistara,OSL,Oslo Lufthavn,Oslo,Norway,BTS,M. R. Štefánik Airport,Bratislava,Slovakia,73H 733,UK-953
Vistara,OSL,Oslo Lufthavn,Oslo,Norway,BUD,Budapest Liszt Ferenc International Airport,Budapest,Hungary,733,UK-955
Vistara,OSL,Oslo Lufthavn,Oslo,Norway,CGN,Cologne Bonn Airport,Cologne,Germany,73H,UK-955
Vistara,OSL,Oslo Lufthavn,Oslo,Norway,CHQ,Chania International Airport,Chania,Greece,733,UK-953
Vistara,OSL,Oslo Lufthavn,Oslo,Norway,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,73H 733,UK-955
GO_FIRST,OSL,Oslo Lufthavn,Oslo,Norway,DBV,Dubrovnik Airport,Dubrovnik,Croatia,73H,G8-101
SpiceJet,OSL,Oslo Lufthavn,Oslo,Norway,DUB,Dublin Airport,Dublin,Ireland,73H,SG-8721
SpiceJet,OSL,Oslo Lufthavn,Oslo,Norway,EDI,Edinburgh Airport,Edinburgh,United Kingdom,73H,SG-8171
Air_India,OSL,Oslo Lufthavn,Oslo,Norway,FAO,Faro Airport,Faro,Portugal,73H,AI-877
Vistara,OSL,Oslo Lufthavn,Oslo,Norway,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,73H 733,UK-741
Air_India,OSL,Oslo Lufthavn,Oslo,Norway,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,788,AI-431
Air_India,OSL,Oslo Lufthavn,Oslo,Norway,GDN,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,73H 733,AI-411
AirAsia,OSL,Oslo Lufthavn,Oslo,Norway,GVA,Geneva Cointrin International Airport,Geneva,Switzerland,733,I5-787
AirAsia,OSL,Oslo Lufthavn,Oslo,Norway,HAM,Hamburg Airport,Hamburg,Germany,73H,I5-783
SpiceJet,OSL,Oslo Lufthavn,Oslo,Norway,HEL,Helsinki Vantaa Airport,Helsinki,Finland,73H,SG-5007
SpiceJet,OSL,Oslo Lufthavn,Oslo,Norway,JFK,John F Kennedy International Airport,New York,United States,788,SG-143
SpiceJet,OSL,Oslo Lufthavn,Oslo,Norway,KBP,Boryspil International Airport,Kiev,Ukraine,73H,SG-6001
SpiceJet,OSL,Oslo Lufthavn,Oslo,Norway,KEF,Keflavik International Airport,Keflavik,Iceland,733,SG-534
AirAsia,OSL,Oslo Lufthavn,Oslo,Norway,KRK,Kraków John Paul II International Airport,Krakow,Poland,73H,I5-740
AirAsia,OSL,Oslo Lufthavn,Oslo,Norway,LCA,Larnaca International Airport,Larnaca,Cyprus,73H,I5-1529
Vistara,OSL,Oslo Lufthavn,Oslo,Norway,LED,Pulkovo Airport,St. Petersburg,Russia,73H,UK-815
Vistara,OSL,Oslo Lufthavn,Oslo,Norway,LGW,London Gatwick Airport,London,United Kingdom,73H,UK-801
Vistara,OSL,Oslo Lufthavn,Oslo,Norway,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,73H,UK-819
Vistara,OSL,Oslo Lufthavn,Oslo,Norway,LPA,Gran Canaria Airport,Gran Canaria,Spain,73H,UK-817
Vistara,OSL,Oslo Lufthavn,Oslo,Norway,MAN,Manchester Airport,Manchester,United Kingdom,73H,UK-813
Vistara,OSL,Oslo Lufthavn,Oslo,Norway,MJV,San Javier Airport,Murcia,Spain,733,UK-809
GO_FIRST,OSL,Oslo Lufthavn,Oslo,Norway,MLA,Malta International Airport,Malta,Malta,73H,G8-113
GO_FIRST,OSL,Oslo Lufthavn,Oslo,Norway,MUC,Munich Airport,Munich,Germany,73H,G8-119
SpiceJet,OSL,Oslo Lufthavn,Oslo,Norway,MXP,Malpensa International Airport,Milano,Italy,733 73H,SG-191
Indigo,OSL,Oslo Lufthavn,Oslo,Norway,NCE,Nice-Côte d'Azur Airport,Nice,France,73H,6E-2336
Indigo,OSL,Oslo Lufthavn,Oslo,Norway,ORY,Paris-Orly Airport,Paris,France,73H 733,6E-5175
Indigo,OSL,Oslo Lufthavn,Oslo,Norway,PLQ,Palanga International Airport,Palanga,Lithuania,733,6E-2188
Indigo,OSL,Oslo Lufthavn,Oslo,Norway,PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,73H,6E-654
Indigo,OSL,Oslo Lufthavn,Oslo,Norway,PRG,Václav Havel Airport Prague,Prague,Czech Republic,73H 733,6E-2131
Indigo,OSL,Oslo Lufthavn,Oslo,Norway,PSA,Pisa International Airport,Pisa,Italy,73H,6E-2036
Indigo,OSL,Oslo Lufthavn,Oslo,Norway,PUY,Pula Airport,Pula,Croatia,733,6E-2028
Air_India,OSL,Oslo Lufthavn,Oslo,Norway,RAK,Menara Airport,Marrakech,Morocco,73H,AI-803
Air_India,OSL,Oslo Lufthavn,Oslo,Norway,RIX,Riga International Airport,Riga,Latvia,733 73H,AI-506
Air_India,OSL,Oslo Lufthavn,Oslo,Norway,SPU,Split Airport,Split,Croatia,73H,AI-502
Air_India,OSL,Oslo Lufthavn,Oslo,Norway,SXF,Berlin-Schönefeld Airport,Berlin,Germany,73H,AI-807
Air_India,OSL,Oslo Lufthavn,Oslo,Norway,SZZ,"Szczecin-Goleniów ""Solidarność"" Airport",Szczecin,Poland,733,AI-504
AirAsia,OSL,Oslo Lufthavn,Oslo,Norway,TFS,Tenerife South Airport,Tenerife,Spain,73H,I5-744
AirAsia,OSL,Oslo Lufthavn,Oslo,Norway,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,733 73H,I5-711
AirAsia,OSL,Oslo Lufthavn,Oslo,Norway,VCE,Venice Marco Polo Airport,Venice,Italy,733,I5-710
AirAsia,OSL,Oslo Lufthavn,Oslo,Norway,VIE,Vienna International Airport,Vienna,Austria,733,I5-550
AirAsia,OSL,Oslo Lufthavn,Oslo,Norway,VNO,Vilnius International Airport,Vilnius,Lithuania,73H 733,I5-767
AirAsia,OSL,Oslo Lufthavn,Oslo,Norway,WAW,Warsaw Chopin Airport,Warsaw,Poland,733 73H,I5-798
AirAsia,OUL,Oulu Airport,Oulu,Finland,ALC,Alicante International Airport,Alicante,Spain,73H,I5-775
AirAsia,PLQ,Palanga International Airport,Palanga,Lithuania,OSL,Oslo Lufthavn,Oslo,Norway,733,I5-764
AirAsia,PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,AAL,Aalborg Airport,Aalborg,Denmark,73H,I5-798
AirAsia,PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,73H,I5-775
AirAsia,PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,BGO,Bergen Airport Flesland,Bergen,Norway,73H,I5-744
AirAsia,PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,73H,I5-711
AirAsia,PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,HEL,Helsinki Vantaa Airport,Helsinki,Finland,73H,I5-779
GO_FIRST,PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,LGW,London Gatwick Airport,London,United Kingdom,73H,G8-171
GO_FIRST,PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,OSL,Oslo Lufthavn,Oslo,Norway,73H,G8-133
GO_FIRST,PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,TRF,"Sandefjord Airport, Torp",Sandefjord,Norway,73H,G8-2513
GO_FIRST,PMO,Falcone–Borsellino Airport,Palermo,Italy,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,73H,G8-334
GO_FIRST,PRG,Václav Havel Airport Prague,Prague,Czech Republic,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,73H,G8-131
GO_FIRST,PRG,Václav Havel Airport Prague,Prague,Czech Republic,BGO,Bergen Airport Flesland,Bergen,Norway,73H,G8-330
GO_FIRST,PRG,Václav Havel Airport Prague,Prague,Czech Republic,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,73H,G8-346
GO_FIRST,PRG,Václav Havel Airport Prague,Prague,Czech Republic,HEL,Helsinki Vantaa Airport,Helsinki,Finland,73H,G8-323
GO_FIRST,PRG,Václav Havel Airport Prague,Prague,Czech Republic,OSL,Oslo Lufthavn,Oslo,Norway,73H 733,G8-143
GO_FIRST,PSA,Pisa International Airport,Pisa,Italy,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,73H,G8-173
GO_FIRST,PSA,Pisa International Airport,Pisa,Italy,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,73H,G8-165
SpiceJet,PSA,Pisa International Airport,Pisa,Italy,OSL,Oslo Lufthavn,Oslo,Norway,73H,SG-8185
SpiceJet,PUY,Pula Airport,Pula,Croatia,OSL,Oslo Lufthavn,Oslo,Norway,733,SG-8411
SpiceJet,RAK,Menara Airport,Marrakech,Morocco,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,73H,SG-8721
SpiceJet,RAK,Menara Airport,Marrakech,Morocco,OSL,Oslo Lufthavn,Oslo,Norway,73H,SG-8207
SpiceJet,RIX,Riga International Airport,Riga,Latvia,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,73H,SG-8645
SpiceJet,RIX,Riga International Airport,Riga,Latvia,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,73H,SG-8938
SpiceJet,RIX,Riga International Airport,Riga,Latvia,OSL,Oslo Lufthavn,Oslo,Norway,733 73H,SG-8946
AirAsia,RIX,Riga International Airport,Riga,Latvia,TRD,Trondheim Airport Værnes,Trondheim,Norway,73H,I5-784
Vistara,RYG,"Moss Airport, Rygge",Rygge,Norway,AGP,Málaga Airport,Malaga,Spain,73H,UK-871
Vistara,RYG,"Moss Airport, Rygge",Rygge,Norway,ALC,Alicante International Airport,Alicante,Spain,73H,UK-899
Vistara,SJJ,Sarajevo International Airport,Sarajevo,Bosnia and Herzegovina,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,73H,UK-859
Indigo,SPU,Split Airport,Split,Croatia,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,73H,6E-6205
Indigo,SPU,Split Airport,Split,Croatia,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,73H,6E-2331
Indigo,SPU,Split Airport,Split,Croatia,HEL,Helsinki Vantaa Airport,Helsinki,Finland,73H,6E-6205
Indigo,SPU,Split Airport,Split,Croatia,LGW,London Gatwick Airport,London,United Kingdom,73H,6E-2247
Indigo,SPU,Split Airport,Split,Croatia,OSL,Oslo Lufthavn,Oslo,Norway,73H,6E-6205
Indigo,SVG,Stavanger Airport Sola,Stavanger,Norway,AGP,Málaga Airport,Malaga,Spain,73H,6E-2247
Indigo,SVG,Stavanger Airport Sola,Stavanger,Norway,ALC,Alicante International Airport,Alicante,Spain,73H,6E-2005
Indigo,SVG,Stavanger Airport Sola,Stavanger,Norway,KRK,Kraków John Paul II International Airport,Krakow,Poland,73H,6E-2247
Indigo,SVG,Stavanger Airport Sola,Stavanger,Norway,LGW,London Gatwick Airport,London,United Kingdom,73H,6E-2005
Indigo,SVG,Stavanger Airport Sola,Stavanger,Norway,MAN,Manchester Airport,Manchester,United Kingdom,73H,6E-2005
Indigo,SVG,Stavanger Airport Sola,Stavanger,Norway,SXF,Berlin-Schönefeld Airport,Berlin,Germany,73H,6E-2331
AirAsia,SVG,Stavanger Airport Sola,Stavanger,Norway,WAW,Warsaw Chopin Airport,Warsaw,Poland,73H,I5-783
Air_India,SXF,Berlin-Schönefeld Airport,Berlin,Germany,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,73H,AI-544
Air_India,SXF,Berlin-Schönefeld Airport,Berlin,Germany,BCN,Barcelona International Airport,Barcelona,Spain,73H,AI-542
Air_India,SXF,Berlin-Schönefeld Airport,Berlin,Germany,BGO,Bergen Airport Flesland,Bergen,Norway,73H,AI-560
Air_India,SXF,Berlin-Schönefeld Airport,Berlin,Germany,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,73H,AI-839
Air_India,SXF,Berlin-Schönefeld Airport,Berlin,Germany,LPA,Gran Canaria Airport,Gran Canaria,Spain,73H,AI-544
Indigo,SXF,Berlin-Schönefeld Airport,Berlin,Germany,OSL,Oslo Lufthavn,Oslo,Norway,73H,6E-2147
Indigo,SXF,Berlin-Schönefeld Airport,Berlin,Germany,SVG,Stavanger Airport Sola,Stavanger,Norway,73H,6E-6205
Indigo,SXF,Berlin-Schönefeld Airport,Berlin,Germany,TFS,Tenerife South Airport,Tenerife,Spain,73H,6E-2247
Indigo,SXF,Berlin-Schönefeld Airport,Berlin,Germany,TRD,Trondheim Airport Værnes,Trondheim,Norway,73H,6E-2005
Vistara,SZZ,"Szczecin-Goleniów ""Solidarność"" Airport",Szczecin,Poland,OSL,Oslo Lufthavn,Oslo,Norway,733,UK-879
Indigo,TFS,Tenerife South Airport,Tenerife,Spain,CGN,Cologne Bonn Airport,Cologne,Germany,73H,6E-788
Vistara,TFS,Tenerife South Airport,Tenerife,Spain,HAM,Hamburg Airport,Hamburg,Germany,73H,UK-933
Vistara,TFS,Tenerife South Airport,Tenerife,Spain,LGW,London Gatwick Airport,London,United Kingdom,73H,UK-945
Vistara,TFS,Tenerife South Airport,Tenerife,Spain,MUC,Munich Airport,Munich,Germany,73H,UK-951
Vistara,TFS,Tenerife South Airport,Tenerife,Spain,OSL,Oslo Lufthavn,Oslo,Norway,73H,UK-995
Vistara,TFS,Tenerife South Airport,Tenerife,Spain,SXF,Berlin-Schönefeld Airport,Berlin,Germany,73H,UK-945
Vistara,TKU,Turku Airport,Turku,Finland,ALC,Alicante International Airport,Alicante,Spain,73H,UK-995
Vistara,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,OSL,Oslo Lufthavn,Oslo,Norway,733 73H,UK-985
Vistara,TLV,Ben Gurion International Airport,Tel-aviv,Israel,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,73H,UK-977
Vistara,TLV,Ben Gurion International Airport,Tel-aviv,Israel,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,73H,UK-985
Vistara,TOS,"Tromsø Airport,",Tromso,Norway,ALC,Alicante International Airport,Alicante,Spain,73H,UK-977
Vistara,TOS,"Tromsø Airport,",Tromso,Norway,LGW,London Gatwick Airport,London,United Kingdom,73H,UK-955
Vistara,TRD,Trondheim Airport Værnes,Trondheim,Norway,AGP,Málaga Airport,Malaga,Spain,73H,UK-985
Vistara,TRD,Trondheim Airport Værnes,Trondheim,Norway,ALC,Alicante International Airport,Alicante,Spain,73H,UK-955
Vistara,TRD,Trondheim Airport Værnes,Trondheim,Norway,AYT,Antalya International Airport,Antalya,Turkey,73H,UK-977
Vistara,TRD,Trondheim Airport Værnes,Trondheim,Norway,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,73H,UK-933
Vistara,TRD,Trondheim Airport Værnes,Trondheim,Norway,DBV,Dubrovnik Airport,Dubrovnik,Croatia,73H,UK-955
Vistara,TRD,Trondheim Airport Værnes,Trondheim,Norway,KRK,Kraków John Paul II International Airport,Krakow,Poland,73H,UK-933
Vistara,TRD,Trondheim Airport Værnes,Trondheim,Norway,LGW,London Gatwick Airport,London,United Kingdom,73H,UK-951
Vistara,TRD,Trondheim Airport Værnes,Trondheim,Norway,NCE,Nice-Côte d'Azur Airport,Nice,France,73H,UK-951
